High,Low,Close,Volume,PP,R1,R2,R3,S1,S2,S3,CLASS
845,840,845,31600,843.33333333333,846.66666666667,848.33333333333,851.66666666667,841.66666666667,838.33333333333,836.66666666667,BUY
845,840,840,26400,841.66666666667,843.33333333333,846.66666666667,848.33333333333,838.33333333333,836.66666666667,833.33333333333,HOLD
845,840,845,10200,843.33333333333,846.66666666667,848.33333333333,851.66666666667,841.66666666667,838.33333333333,836.66666666667,HOLD
845,840,845,4800,843.33333333333,846.66666666667,848.33333333333,851.66666666667,841.66666666667,838.33333333333,836.66666666667,BUY
845,840,840,321600,841.66666666667,843.33333333333,846.66666666667,848.33333333333,838.33333333333,836.66666666667,833.33333333333,BUY
845,845,845,894000,845,845,845,845,845,845,845,BUY
845,840,845,38800,843.33333333333,846.66666666667,848.33333333333,851.66666666667,841.66666666667,838.33333333333,836.66666666667,HOLD
845,840,845,28600,843.33333333333,846.66666666667,848.33333333333,851.66666666667,841.66666666667,838.33333333333,836.66666666667,HOLD
845,840,840,72200,841.66666666667,843.33333333333,846.66666666667,848.33333333333,838.33333333333,836.66666666667,833.33333333333,BUY
845,840,840,28000,841.66666666667,843.33333333333,846.66666666667,848.33333333333,838.33333333333,836.66666666667,833.33333333333,SELL
845,840,840,34400,841.66666666667,843.33333333333,846.66666666667,848.33333333333,838.33333333333,836.66666666667,833.33333333333,HOLD
